,LAUS Code,State FIPS Code,County FIPS Code,Year,Labor Force,Employed,Unemployed,Unemployment Rate,County Name,State,Employment Rate
2550,CN4805700000000,48,57,2015,"11,333","10,877",456,4,Calhoun County,TX,96
2551,CN4805900000000,48,59,2015,"5,733","5,487",246,4.3,Callahan County,TX,95.7
2552,CN4806100000000,48,61,2015,"163,191","151,483","11,708",7.2,Cameron County,TX,92.8
2553,CN4806300000000,48,63,2015,"5,096","4,781",315,6.2,Camp County,TX,93.8
2554,CN4806500000000,48,65,2015,"3,069","2,970",99,3.2,Carson County,TX,96.8
2555,CN4806700000000,48,67,2015,"12,175","11,342",833,6.8,Cass County,TX,93.2
2556,CN4806900000000,48,69,2015,"3,618","3,494",124,3.4,Castro County,TX,96.6
2557,CN4807100000000,48,71,2015,"17,815","16,858",957,5.4,Chambers County,TX,94.6
2558,CN4807300000000,48,73,2015,"20,908","19,820","1,088",5.2,Cherokee County,TX,94.8
2559,CN4807500000000,48,75,2015,"2,870","2,780",90,3.1,Childress County,TX,96.9
2560,CN4807700000000,48,77,2015,"4,914","4,697",217,4.4,Clay County,TX,95.6
2561,CN4807900000000,48,79,2015,"1,318","1,250",68,5.2,Cochran County,TX,94.8
2562,CN4808100000000,48,81,2015,"1,399","1,342",57,4.1,Coke County,TX,95.9
2563,CN4808300000000,48,83,2015,"3,051","2,881",170,5.6,Coleman County,TX,94.4
2564,CN4808500000000,48,85,2015,"488,810","470,919","17,891",3.7,Collin County,TX,96.3
2565,CN4808700000000,48,87,2015,"1,271","1,224",47,3.7,Collingsworth County,TX,96.3
2566,CN4808900000000,48,89,2015,"9,911","9,517",394,4,Colorado County,TX,96
2567,CN4809100000000,48,91,2015,"61,914","59,623","2,291",3.7,Comal County,TX,96.3
2568,CN4809300000000,48,93,2015,"5,361","5,132",229,4.3,Comanche County,TX,95.7
2569,CN4809500000000,48,95,2015,"1,374","1,329",45,3.3,Concho County,TX,96.7
2570,CN4809700000000,48,97,2015,"19,774","19,039",735,3.7,Cooke County,TX,96.3
2571,CN4809900000000,48,99,2015,"24,516","23,338","1,178",4.8,Coryell County,TX,95.2
2572,CN4810100000000,48,101,2015,546,507,39,7.1,Cottle County,TX,92.9
2573,CN4810300000000,48,103,2015,"1,838","1,731",107,5.8,Crane County,TX,94.2
2574,CN4810500000000,48,105,2015,"1,901","1,786",115,6,Crockett County,TX,94
2575,CN4810700000000,48,107,2015,"2,649","2,533",116,4.4,Crosby County,TX,95.6
2576,CN4810900000000,48,109,2015,"1,041",997,44,4.2,Culberson County,TX,95.8
2577,CN4811100000000,48,111,2015,"4,008","3,920",88,2.2,Dallam County,TX,97.8
2578,CN4811300000000,48,113,2015,"1,263,314","1,208,806","54,508",4.3,Dallas County,TX,95.7
2579,CN4811500000000,48,115,2015,"4,774","4,556",218,4.6,Dawson County,TX,95.4
2580,CN4811700000000,48,117,2015,"8,797","8,518",279,3.2,Deaf Smith County,TX,96.8
2581,CN4811900000000,48,119,2015,"2,595","2,476",119,4.6,Delta County,TX,95.4
2582,CN4812100000000,48,121,2015,"428,668","413,303","15,365",3.6,Denton County,TX,96.4
2583,CN4812300000000,48,123,2015,"10,057","9,653",404,4,DeWitt County,TX,96
2584,CN4812500000000,48,125,2015,703,670,33,4.7,Dickens County,TX,95.3
2585,CN4812700000000,48,127,2015,"7,164","6,830",334,4.7,Dimmit County,TX,95.3
2586,CN4812900000000,48,129,2015,"1,594","1,527",67,4.2,Donley County,TX,95.8
2587,CN4813100000000,48,131,2015,"5,241","4,815",426,8.1,Duval County,TX,91.9
2588,CN4813300000000,48,133,2015,"8,043","7,658",385,4.8,Eastland County,TX,95.2
2589,CN4813500000000,48,135,2015,"79,803","76,071","3,732",4.7,Ector County,TX,95.3
2590,CN4813700000000,48,137,2015,865,825,40,4.6,Edwards County,TX,95.4
2591,CN4813900000000,48,139,2015,"80,979","77,765","3,214",4,Ellis County,TX,96
2592,CN4814100000000,48,141,2015,"341,782","323,955","17,827",5.2,El Paso County,TX,94.8
2593,CN4814300000000,48,143,2015,"20,168","19,371",797,4,Erath County,TX,96
2594,CN4814500000000,48,145,2015,"6,457","6,181",276,4.3,Falls County,TX,95.7
2595,CN4814700000000,48,147,2015,"15,382","14,746",636,4.1,Fannin County,TX,95.9
2596,CN4814900000000,48,149,2015,"12,778","12,351",427,3.3,Fayette County,TX,96.7
2597,CN4815100000000,48,151,2015,"1,801","1,731",70,3.9,Fisher County,TX,96.1
2598,CN4815300000000,48,153,2015,"2,746","2,593",153,5.6,Floyd County,TX,94.4
2599,CN4815500000000,48,155,2015,552,529,23,4.2,Foard County,TX,95.8
2600,CN4815700000000,48,157,2015,"356,003","340,720","15,283",4.3,Fort Bend County,TX,95.7
2601,CN4815900000000,48,159,2015,"4,559","4,335",224,4.9,Franklin County,TX,95.1
2602,CN4816100000000,48,161,2015,"7,414","7,009",405,5.5,Freestone County,TX,94.5
2603,CN4816300000000,48,163,2015,"9,806","9,427",379,3.9,Frio County,TX,96.1
2604,CN4816500000000,48,165,2015,"9,408","9,101",307,3.3,Gaines County,TX,96.7
2605,CN4816700000000,48,167,2015,"158,012","150,077","7,935",5,Galveston County,TX,95
2606,CN4816900000000,48,169,2015,"2,132","2,053",79,3.7,Garza County,TX,96.3
2607,CN4817100000000,48,171,2015,"12,647","12,280",367,2.9,Gillespie County,TX,97.1
2608,CN4817300000000,48,173,2015,822,799,23,2.8,Glasscock County,TX,97.2
2609,CN4817500000000,48,175,2015,"3,449","3,295",154,4.5,Goliad County,TX,95.5
2610,CN4817700000000,48,177,2015,"9,703","9,344",359,3.7,Gonzales County,TX,96.3
2611,CN4817900000000,48,179,2015,"9,279","8,754",525,5.7,Gray County,TX,94.3
2612,CN4818100000000,48,181,2015,"60,020","57,580","2,440",4.1,Grayson County,TX,95.9
2613,CN4818300000000,48,183,2015,"59,308","56,347","2,961",5,Gregg County,TX,95
2614,CN4818500000000,48,185,2015,"11,517","10,900",617,5.4,Grimes County,TX,94.6
2615,CN4818700000000,48,187,2015,"72,967","70,371","2,596",3.6,Guadalupe County,TX,96.4
2616,CN4818900000000,48,189,2015,"12,894","12,069",825,6.4,Hale County,TX,93.6
2617,CN4819100000000,48,191,2015,"1,204","1,139",65,5.4,Hall County,TX,94.6
2618,CN4819300000000,48,193,2015,"3,485","3,321",164,4.7,Hamilton County,TX,95.3
2619,CN4819500000000,48,195,2015,"3,113","3,020",93,3,Hansford County,TX,97
2620,CN4819700000000,48,197,2015,"1,621","1,541",80,4.9,Hardeman County,TX,95.1
2621,CN4819900000000,48,199,2015,"25,002","23,581","1,421",5.7,Hardin County,TX,94.3
2622,CN4820100000000,48,201,2015,"2,235,393","2,130,793","104,600",4.7,Harris County,TX,95.3
2623,CN4820300000000,48,203,2015,"31,217","29,575","1,642",5.3,Harrison County,TX,94.7
2624,CN4820500000000,48,205,2015,"3,004","2,940",64,2.1,Hartley County,TX,97.9
2625,CN4820700000000,48,207,2015,"2,583","2,492",91,3.5,Haskell County,TX,96.5
2626,CN4820900000000,48,209,2015,"98,497","95,094","3,403",3.5,Hays County,TX,96.5
2627,CN4821100000000,48,211,2015,"2,302","2,229",73,3.2,Hemphill County,TX,96.8
2628,CN4821300000000,48,213,2015,"34,384","32,700","1,684",4.9,Henderson County,TX,95.1
2629,CN4821500000000,48,215,2015,"331,119","304,695","26,424",8,Hidalgo County,TX,92
2630,CN4821700000000,48,217,2015,"15,623","14,907",716,4.6,Hill County,TX,95.4
2631,CN4821900000000,48,219,2015,"11,723","11,232",491,4.2,Hockley County,TX,95.8
2632,CN4822100000000,48,221,2015,"24,547","23,431","1,116",4.5,Hood County,TX,95.5
2633,CN4822300000000,48,223,2015,"17,019","16,298",721,4.2,Hopkins County,TX,95.8
2634,CN4822500000000,48,225,2015,"9,941","9,495",446,4.5,Houston County,TX,95.5
2635,CN4822700000000,48,227,2015,"13,362","12,742",620,4.6,Howard County,TX,95.4
2636,CN4822900000000,48,229,2015,"1,282","1,209",73,5.7,Hudspeth County,TX,94.3
2637,CN4823100000000,48,231,2015,"38,927","37,071","1,856",4.8,Hunt County,TX,95.2
2638,CN4823300000000,48,233,2015,"9,801","9,365",436,4.4,Hutchinson County,TX,95.6
2639,CN4823500000000,48,235,2015,799,770,29,3.6,Irion County,TX,96.4
2640,CN4823700000000,48,237,2015,"4,079","3,906",173,4.2,Jack County,TX,95.8
2641,CN4823900000000,48,239,2015,"7,371","7,092",279,3.8,Jackson County,TX,96.2
2642,CN4824100000000,48,241,2015,"13,887","12,841","1,046",7.5,Jasper County,TX,92.5
2643,CN4824300000000,48,243,2015,"1,081","1,045",36,3.3,Jeff Davis County,TX,96.7
2644,CN4824500000000,48,245,2015,"108,031","100,448","7,583",7,Jefferson County,TX,93
2645,CN4824700000000,48,247,2015,"2,029","1,882",147,7.2,Jim Hogg County,TX,92.8
2646,CN4824900000000,48,249,2015,"19,230","17,702","1,528",7.9,Jim Wells County,TX,92.1
2647,CN4825100000000,48,251,2015,"74,321","71,032","3,289",4.4,Johnson County,TX,95.6
2648,CN4825300000000,48,253,2015,"5,671","5,357",314,5.5,Jones County,TX,94.5
2649,CN4825500000000,48,255,2015,"6,429","6,155",274,4.3,Karnes County,TX,95.7
2650,CN4825700000000,48,257,2015,"55,084","52,824","2,260",4.1,Kaufman County,TX,95.9
2651,CN4825900000000,48,259,2015,"19,167","18,533",634,3.3,Kendall County,TX,96.7
2652,CN4826100000000,48,261,2015,282,273,9,3.2,Kenedy County,TX,96.8
2653,CN4826300000000,48,263,2015,497,484,13,2.6,Kent County,TX,97.4
2654,CN4826500000000,48,265,2015,"21,188","20,403",785,3.7,Kerr County,TX,96.3
2655,CN4826700000000,48,267,2015,"2,000","1,927",73,3.7,Kimble County,TX,96.3
2656,CN4826900000000,48,269,2015,200,193,7,3.5,King County,TX,96.5
2657,CN4827100000000,48,271,2015,"1,185","1,109",76,6.4,Kinney County,TX,93.6
2658,CN4827300000000,48,273,2015,"14,405","13,548",857,5.9,Kleberg County,TX,94.1
2659,CN4827500000000,48,275,2015,"1,683","1,619",64,3.8,Knox County,TX,96.2
2660,CN4827700000000,48,277,2015,"22,197","21,125","1,072",4.8,Lamar County,TX,95.2
2661,CN4827900000000,48,279,2015,"5,513","5,017",496,9,Lamb County,TX,91
2662,CN4828100000000,48,281,2015,"9,059","8,658",401,4.4,Lampasas County,TX,95.6
2663,CN4828300000000,48,283,2015,"4,270","4,091",179,4.2,La Salle County,TX,95.8
2664,CN4828500000000,48,285,2015,"8,808","8,472",336,3.8,Lavaca County,TX,96.2
2665,CN4828700000000,48,287,2015,"9,304","8,971",333,3.6,Lee County,TX,96.4
2666,CN4828900000000,48,289,2015,"6,936","6,563",373,5.4,Leon County,TX,94.6
2667,CN4829100000000,48,291,2015,"30,968","28,813","2,155",7,Liberty County,TX,93
2668,CN4829300000000,48,293,2015,"8,584","8,150",434,5.1,Limestone County,TX,94.9
2669,CN4829500000000,48,295,2015,"1,725","1,657",68,3.9,Lipscomb County,TX,96.1
2670,CN4829700000000,48,297,2015,"5,892","5,654",238,4,Live Oak County,TX,96
2671,CN4829900000000,48,299,2015,"8,152","7,803",349,4.3,Llano County,TX,95.7
2672,CN4830100000000,48,301,2015,77,73,4,5.2,Loving County,TX,94.8
2673,CN4830300000000,48,303,2015,"149,630","144,499","5,131",3.4,Lubbock County,TX,96.6
2674,CN4830500000000,48,305,2015,"2,763","2,651",112,4.1,Lynn County,TX,95.9
2675,CN4830700000000,48,307,2015,"3,925","3,735",190,4.8,McCulloch County,TX,95.2
2676,CN4830900000000,48,309,2015,"112,616","107,995","4,621",4.1,McLennan County,TX,95.9
2677,CN4831100000000,48,311,2015,969,949,20,2.1,McMullen County,TX,97.9
2678,CN4831300000000,48,313,2015,"5,119","4,897",222,4.3,Madison County,TX,95.7
2679,CN4831500000000,48,315,2015,"4,417","4,128",289,6.5,Marion County,TX,93.5
2680,CN4831700000000,48,317,2015,"2,584","2,493",91,3.5,Martin County,TX,96.5
2681,CN4831900000000,48,319,2015,"1,805","1,735",70,3.9,Mason County,TX,96.1
2682,CN4832100000000,48,321,2015,"17,187","16,020","1,167",6.8,Matagorda County,TX,93.2
2683,CN4832300000000,48,323,2015,"23,666","21,126","2,540",10.7,Maverick County,TX,89.3
2684,CN4832500000000,48,325,2015,"20,431","19,531",900,4.4,Medina County,TX,95.6
2685,CN4832700000000,48,327,2015,857,812,45,5.3,Menard County,TX,94.7
2686,CN4832900000000,48,329,2015,"88,407","85,325","3,082",3.5,Midland County,TX,96.5
2687,CN4833100000000,48,331,2015,"10,126","9,591",535,5.3,Milam County,TX,94.7
2688,CN4833300000000,48,333,2015,"1,991","1,917",74,3.7,Mills County,TX,96.3
2689,CN4833500000000,48,335,2015,"2,746","2,590",156,5.7,Mitchell County,TX,94.3
2690,CN4833700000000,48,337,2015,"9,707","9,292",415,4.3,Montague County,TX,95.7
2691,CN4833900000000,48,339,2015,"258,314","247,267","11,047",4.3,Montgomery County,TX,95.7
2692,CN4834100000000,48,341,2015,"11,115","10,765",350,3.1,Moore County,TX,96.9
2693,CN4834300000000,48,343,2015,"5,318","4,847",471,8.9,Morris County,TX,91.1
2694,CN4834500000000,48,345,2015,493,475,18,3.7,Motley County,TX,96.3
2695,CN4834700000000,48,347,2015,"28,142","26,811","1,331",4.7,Nacogdoches County,TX,95.3
2696,CN4834900000000,48,349,2015,"22,898","21,926",972,4.2,Navarro County,TX,95.8
2697,CN4835100000000,48,351,2015,"5,371","4,964",407,7.6,Newton County,TX,92.4
2698,CN4835300000000,48,353,2015,"6,915","6,633",282,4.1,Nolan County,TX,95.9
2699,CN4835500000000,48,355,2015,"165,890","157,629","8,261",5,Nueces County,TX,95
2700,CN4835700000000,48,357,2015,"5,274","5,048",226,4.3,Ochiltree County,TX,95.7
2701,CN4835900000000,48,359,2015,914,887,27,3,Oldham County,TX,97
2702,CN4836100000000,48,361,2015,"37,205","34,755","2,450",6.6,Orange County,TX,93.4
2703,CN4836300000000,48,363,2015,"13,173","12,482",691,5.2,Palo Pinto County,TX,94.8
2704,CN4836500000000,48,365,2015,"11,574","10,965",609,5.3,Panola County,TX,94.7
2705,CN4836700000000,48,367,2015,"59,589","57,095","2,494",4.2,Parker County,TX,95.8
2706,CN4836900000000,48,369,2015,"4,969","4,851",118,2.4,Parmer County,TX,97.6
2707,CN4837100000000,48,371,2015,"6,869","6,512",357,5.2,Pecos County,TX,94.8
2708,CN4837300000000,48,373,2015,"17,049","16,009","1,040",6.1,Polk County,TX,93.9
2709,CN4837500000000,48,375,2015,"56,271","54,382","1,889",3.4,Potter County,TX,96.6
2710,CN4837700000000,48,377,2015,"3,118","2,784",334,10.7,Presidio County,TX,89.3
2711,CN4837900000000,48,379,2015,"5,414","5,165",249,4.6,Rains County,TX,95.4
2712,CN4838100000000,48,381,2015,"69,109","67,092","2,017",2.9,Randall County,TX,97.1
2713,CN4838300000000,48,383,2015,"1,929","1,841",88,4.6,Reagan County,TX,95.4
2714,CN4838500000000,48,385,2015,"1,064","1,009",55,5.2,Real County,TX,94.8
2715,CN4838700000000,48,387,2015,"4,912","4,600",312,6.4,Red River County,TX,93.6
2716,CN4838900000000,48,389,2015,"5,680","5,406",274,4.8,Reeves County,TX,95.2
2717,CN4839100000000,48,391,2015,"3,308","3,131",177,5.4,Refugio County,TX,94.6
2718,CN4839300000000,48,393,2015,456,438,18,3.9,Roberts County,TX,96.1
2719,CN4839500000000,48,395,2015,"7,251","6,903",348,4.8,Robertson County,TX,95.2
2720,CN4839700000000,48,397,2015,"44,915","43,216","1,699",3.8,Rockwall County,TX,96.2
2721,CN4839900000000,48,399,2015,"4,673","4,498",175,3.7,Runnels County,TX,96.3
2722,CN4840100000000,48,401,2015,"22,853","21,758","1,095",4.8,Rusk County,TX,95.2
2723,CN4840300000000,48,403,2015,"3,505","3,176",329,9.4,Sabine County,TX,90.6
2724,CN4840500000000,48,405,2015,"2,801","2,545",256,9.1,San Augustine County,TX,90.9
2725,CN4840700000000,48,407,2015,"11,295","10,657",638,5.6,San Jacinto County,TX,94.4
2726,CN4840900000000,48,409,2015,"30,250","28,264","1,986",6.6,San Patricio County,TX,93.4
2727,CN4841100000000,48,411,2015,"2,246","2,163",83,3.7,San Saba County,TX,96.3
2728,CN4841300000000,48,413,2015,"1,502","1,422",80,5.3,Schleicher County,TX,94.7
2729,CN4841500000000,48,415,2015,"8,170","7,829",341,4.2,Scurry County,TX,95.8
2730,CN4841700000000,48,417,2015,"2,083","2,023",60,2.9,Shackelford County,TX,97.1
2731,CN4841900000000,48,419,2015,"11,383","10,780",603,5.3,Shelby County,TX,94.7
2732,CN4842100000000,48,421,2015,"1,421","1,382",39,2.7,Sherman County,TX,97.3
2733,CN4842300000000,48,423,2015,"103,777","99,100","4,677",4.5,Smith County,TX,95.5
2734,CN4842500000000,48,425,2015,"4,112","3,904",208,5.1,Somervell County,TX,94.9
2735,CN4842700000000,48,427,2015,"25,911","22,395","3,516",13.6,Starr County,TX,86.4
2736,CN4842900000000,48,429,2015,"4,108","3,935",173,4.2,Stephens County,TX,95.8
2737,CN4843100000000,48,431,2015,747,721,26,3.5,Sterling County,TX,96.5
2738,CN4843300000000,48,433,2015,663,634,29,4.4,Stonewall County,TX,95.6
2739,CN4843500000000,48,435,2015,"1,720","1,615",105,6.1,Sutton County,TX,93.9
2740,CN4843700000000,48,437,2015,"2,733","2,602",131,4.8,Swisher County,TX,95.2
2741,CN4843900000000,48,439,2015,"991,895","950,296","41,599",4.2,Tarrant County,TX,95.8
2742,CN4844100000000,48,441,2015,"63,374","61,031","2,343",3.7,Taylor County,TX,96.3
2743,CN4844300000000,48,443,2015,435,414,21,4.8,Terrell County,TX,95.2
2744,CN4844500000000,48,445,2015,"5,405","5,150",255,4.7,Terry County,TX,95.3
2745,CN4844700000000,48,447,2015,781,756,25,3.2,Throckmorton County,TX,96.8
2746,CN4844900000000,48,449,2015,"12,741","12,002",739,5.8,Titus County,TX,94.2
2747,CN4845100000000,48,451,2015,"54,568","52,313","2,255",4.1,Tom Green County,TX,95.9
2748,CN4845300000000,48,453,2015,"655,919","634,230","21,689",3.3,Travis County,TX,96.7
2749,CN4845500000000,48,455,2015,"5,485","5,159",326,5.9,Trinity County,TX,94.1
2750,CN4845700000000,48,457,2015,"7,371","6,851",520,7.1,Tyler County,TX,92.9
2751,CN4845900000000,48,459,2015,"17,983","17,032",951,5.3,Upshur County,TX,94.7
2752,CN4846100000000,48,461,2015,"1,784","1,714",70,3.9,Upton County,TX,96.1
2753,CN4846300000000,48,463,2015,"11,687","11,093",594,5.1,Uvalde County,TX,94.9
2754,CN4846500000000,48,465,2015,"19,581","18,398","1,183",6,Val Verde County,TX,94
2755,CN4846700000000,48,467,2015,"24,221","23,124","1,097",4.5,Van Zandt County,TX,95.5
2756,CN4846900000000,48,469,2015,"45,350","43,437","1,913",4.2,Victoria County,TX,95.8
2757,CN4847100000000,48,471,2015,"22,988","21,817","1,171",5.1,Walker County,TX,94.9
2758,CN4847300000000,48,473,2015,"21,670","20,622","1,048",4.8,Waller County,TX,95.2
2759,CN4847500000000,48,475,2015,"5,915","5,660",255,4.3,Ward County,TX,95.7
2760,CN4847700000000,48,477,2015,"15,365","14,628",737,4.8,Washington County,TX,95.2
2761,CN4847900000000,48,479,2015,"111,837","106,503","5,334",4.8,Webb County,TX,95.2
2762,CN4848100000000,48,481,2015,"21,238","20,294",944,4.4,Wharton County,TX,95.6
2763,CN4848300000000,48,483,2015,"2,822","2,712",110,3.9,Wheeler County,TX,96.1
2764,CN4848500000000,48,485,2015,"55,348","52,958","2,390",4.3,Wichita County,TX,95.7
2765,CN4848700000000,48,487,2015,"5,112","4,863",249,4.9,Wilbarger County,TX,95.1
2766,CN4848900000000,48,489,2015,"6,755","5,868",887,13.1,Willacy County,TX,86.9
2767,CN4849100000000,48,491,2015,"264,097","254,904","9,193",3.5,Williamson County,TX,96.5
2768,CN4849300000000,48,493,2015,"22,981","22,103",878,3.8,Wilson County,TX,96.2
2769,CN4849500000000,48,495,2015,"3,104","2,926",178,5.7,Winkler County,TX,94.3
2770,CN4849700000000,48,497,2015,"28,685","27,345","1,340",4.7,Wise County,TX,95.3
2771,CN4849900000000,48,499,2015,"16,770","15,873",897,5.3,Wood County,TX,94.7
2772,CN4850100000000,48,501,2015,"4,047","3,894",153,3.8,Yoakum County,TX,96.2
2773,CN4850300000000,48,503,2015,"8,473","8,109",364,4.3,Young County,TX,95.7
2774,CN4850500000000,48,505,2015,"6,194","5,718",476,7.7,Zapata County,TX,92.3
2775,CN4850700000000,48,507,2015,"3,810","3,381",429,11.3,Zavala County,TX,88.7
2776,CN4900100000000,49,1,2015,"3,100","2,985",115,3.7,Beaver County,UT,96.3
2777,CN4900300000000,49,3,2015,"23,854","22,991",863,3.6,Box Elder County,UT,96.4
2778,CN4900500000000,49,5,2015,"59,742","57,948","1,794",3,Cache County,UT,97
2779,CN4900700000000,49,7,2015,"8,661","8,178",483,5.6,Carbon County,UT,94.4
2780,CN4900900000000,49,9,2015,464,443,21,4.5,Daggett County,UT,95.5
2781,CN4901100000000,49,11,2015,"159,156","153,881","5,275",3.3,Davis County,UT,96.7
2782,CN4901300000000,49,13,2015,"8,756","8,109",647,7.4,Duchesne County,UT,92.6
2783,CN4901500000000,49,15,2015,"4,377","4,117",260,5.9,Emery County,UT,94.1
2784,CN4901700000000,49,17,2015,"2,737","2,498",239,8.7,Garfield County,UT,91.3
2785,CN4901900000000,49,19,2015,"5,580","5,247",333,6,Grand County,UT,94
2786,CN4902100000000,49,21,2015,"20,224","19,343",881,4.4,Iron County,UT,95.6
2787,CN4902300000000,49,23,2015,"4,912","4,721",191,3.9,Juab County,UT,96.1
2788,CN4902500000000,49,25,2015,"3,606","3,450",156,4.3,Kane County,UT,95.7
2789,CN4902700000000,49,27,2015,"6,094","5,884",210,3.4,Millard County,UT,96.6
2790,CN4902900000000,49,29,2015,"4,904","4,754",150,3.1,Morgan County,UT,96.9
2791,CN4903100000000,49,31,2015,462,433,29,6.3,Piute County,UT,93.7
2792,CN4903300000000,49,33,2015,"1,040","1,003",37,3.6,Rich County,UT,96.4
2793,CN4903500000000,49,35,2015,"582,490","563,174","19,316",3.3,Salt Lake County,UT,96.7
2794,CN4903700000000,49,37,2015,"5,683","5,243",440,7.7,San Juan County,UT,92.3
2795,CN4903900000000,49,39,2015,"11,358","10,898",460,4.1,Sanpete County,UT,95.9
2796,CN4904100000000,49,41,2015,"9,460","9,047",413,4.4,Sevier County,UT,95.6
2797,CN4904300000000,49,43,2015,"22,953","22,208",745,3.2,Summit County,UT,96.8
2798,CN4904500000000,49,45,2015,"29,380","28,188","1,192",4.1,Tooele County,UT,95.9
2799,CN4904700000000,49,47,2015,"15,217","14,201","1,016",6.7,Uintah County,UT,93.3
2800,CN4904900000000,49,49,2015,"264,713","256,260","8,453",3.2,Utah County,UT,96.8
2801,CN4905100000000,49,51,2015,"13,190","12,736",454,3.4,Wasatch County,UT,96.6
2802,CN4905300000000,49,53,2015,"63,328","60,796","2,532",4,Washington County,UT,96
2803,CN4905500000000,49,55,2015,"1,405","1,280",125,8.9,Wayne County,UT,91.1
2804,CN4905700000000,49,57,2015,"116,610","111,928","4,682",4,Weber County,UT,96
2805,CN5000100000000,50,1,2015,"20,801","20,088",713,3.4,Addison County,VT,96.6
2806,CN5000300000000,50,3,2015,"18,671","17,891",780,4.2,Bennington County,VT,95.8
2807,CN5000500000000,50,5,2015,"15,158","14,460",698,4.6,Caledonia County,VT,95.4
2808,CN5000700000000,50,7,2015,"95,366","92,799","2,567",2.7,Chittenden County,VT,97.3
2809,CN5000900000000,50,9,2015,"2,770","2,612",158,5.7,Essex County,VT,94.3
2810,CN5001100000000,50,11,2015,"27,438","26,471",967,3.5,Franklin County,VT,96.5
2811,CN5001300000000,50,13,2015,"3,955","3,799",156,3.9,Grand Isle County,VT,96.1
2812,CN5001500000000,50,15,2015,"13,848","13,212",636,4.6,Lamoille County,VT,95.4
2813,CN5001700000000,50,17,2015,"15,978","15,435",543,3.4,Orange County,VT,96.6
2814,CN5001900000000,50,19,2015,"13,661","12,908",753,5.5,Orleans County,VT,94.5
2815,CN5002100000000,50,21,2015,"31,435","30,111","1,324",4.2,Rutland County,VT,95.8
2816,CN5002300000000,50,23,2015,"34,236","33,055","1,181",3.4,Washington County,VT,96.6
2817,CN5002500000000,50,25,2015,"23,577","22,745",832,3.5,Windham County,VT,96.5
2818,CN5002700000000,50,27,2015,"29,621","28,678",943,3.2,Windsor County,VT,96.8
2819,CN5100100000000,51,1,2015,"15,938","15,082",856,5.4,Accomack County,VA,94.6
2820,CN5100300000000,51,3,2015,"54,136","52,053","2,083",3.8,Albemarle County,VA,96.2
2821,CN5100500000000,51,5,2015,"7,075","6,722",353,5,Alleghany County,VA,95
2822,CN5100700000000,51,7,2015,"6,215","5,941",274,4.4,Amelia County,VA,95.6
2823,CN5100900000000,51,9,2015,"15,340","14,618",722,4.7,Amherst County,VA,95.3
2824,CN5101100000000,51,11,2015,"7,066","6,725",341,4.8,Appomattox County,VA,95.2
2825,CN5101300000000,51,13,2015,"144,902","140,880","4,022",2.8,Arlington County,VA,97.2
2826,CN5101500000000,51,15,2015,"36,791","35,304","1,487",4,Augusta County,VA,96
2827,CN5101700000000,51,17,2015,"2,546","2,444",102,4,Bath County,VA,96
2828,CN5101900000000,51,19,2015,"38,381","36,703","1,678",4.4,Bedford County,VA,95.6
2829,CN5102100000000,51,21,2015,"2,792","2,635",157,5.6,Bland County,VA,94.4
2830,CN5102300000000,51,23,2015,"17,459","16,738",721,4.1,Botetourt County,VA,95.9
2831,CN5102500000000,51,25,2015,"6,355","5,928",427,6.7,Brunswick County,VA,93.3
2832,CN5102700000000,51,27,2015,"7,298","6,517",781,10.7,Buchanan County,VA,89.3
2833,CN5102900000000,51,29,2015,"6,317","5,948",369,5.8,Buckingham County,VA,94.2
2834,CN5103100000000,51,31,2015,"26,328","25,100","1,228",4.7,Campbell County,VA,95.3
2835,CN5103300000000,51,33,2015,"14,790","14,047",743,5,Caroline County,VA,95
2836,CN5103500000000,51,35,2015,"13,100","12,409",691,5.3,Carroll County,VA,94.7
2837,CN5103600000000,51,36,2015,"3,731","3,535",196,5.3,Charles City County,VA,94.7
2838,CN5103700000000,51,37,2015,"5,271","4,975",296,5.6,Charlotte County,VA,94.4
2839,CN5104100000000,51,41,2015,"178,675","171,090","7,585",4.2,Chesterfield County,VA,95.8
2840,CN5104300000000,51,43,2015,"7,461","7,168",293,3.9,Clarke County,VA,96.1
2841,CN5104500000000,51,45,2015,"2,389","2,259",130,5.4,Craig County,VA,94.6
2842,CN5104700000000,51,47,2015,"23,196","22,202",994,4.3,Culpeper County,VA,95.7
2843,CN5104900000000,51,49,2015,"4,573","4,341",232,5.1,Cumberland County,VA,94.9
2844,CN5105100000000,51,51,2015,"4,927","4,436",491,10,Dickenson County,VA,90
2845,CN5105300000000,51,53,2015,"13,362","12,648",714,5.3,Dinwiddie County,VA,94.7
2846,CN5105700000000,51,57,2015,"5,531","5,238",293,5.3,Essex County,VA,94.7
2847,CN5105900000000,51,59,2015,"616,185","594,499","21,686",3.5,Fairfax County,VA,96.5
2848,CN5106100000000,51,61,2015,"35,873","34,477","1,396",3.9,Fauquier County,VA,96.1
2849,CN5106300000000,51,63,2015,"8,326","7,999",327,3.9,Floyd County,VA,96.1
2850,CN5106500000000,51,65,2015,"13,214","12,724",490,3.7,Fluvanna County,VA,96.3
2851,CN5106700000000,51,67,2015,"26,550","25,328","1,222",4.6,Franklin County,VA,95.4
2852,CN5106900000000,51,69,2015,"44,796","43,043","1,753",3.9,Frederick County,VA,96.1
